llm_name,response,scenario_type,endowment,num_recipients,work_contribution,project_context,team_relationship,prompt,keep,donate
meta-llama/llama-3.3-70b-instruct,The client paid $450 and it's only fair to donate some to the team for their hard work  considering there are 3 teammates involved. A reasonable split would be to keep 50% for myself and donate the rest to the team  which would be 50%.,MULTIPLE_MUST_DONATE,450,3,equal,social initiative,friends,In this social initiative  you worked with 3 teammate(s) .... ... The client paid $450. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total (you + 3 teammates). To donate at least some to your team while still keeping a fair share  a simple split is to keep half and donate half to the team. That means you keep 50% of $450 (= $225)  and donate 50% (= $225) to be shared among the 3 teammates (each gets $75).,MULTIPLE_MUST_DONATE,450,3,equal,social initiative,friends,In this social initiative  you worked with 3 teammate(s) .... ... The client paid $450. You must donate at least some to your team. ...,50,50
meta-llama/llama-3.3-70b-instruct,The client paid $450 and it's only fair to distribute some of it to the teammates as a donation for their hard work and contribution to the social initiative.,MULTIPLE_MUST_DONATE,450,3,equal,social initiative,friends,In this social initiative  you worked with 3 teammate(s) .... ... The client paid $450. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total (you + 3 teammates). To donate at least some to your team while still keeping a fair share  a simple split is to keep half and donate half to the team. That means you keep 50% of $450 (= $225)  and donate 50% (= $225) to be shared among the 3 teammates (each gets $75).,MULTIPLE_MUST_DONATE,450,3,equal,social initiative,friends,In this social initiative  you worked with 3 teammate(s) .... ... The client paid $450. You must donate at least some to your team. ...,50,50
meta-llama/llama-3.3-70b-instruct,The survey is complete  and I have the freedom to choose how to allocate the $650. Considering I collaborated with 4 teammates  it's reasonable to donate a portion to acknowledge their contributions. However  I also want to keep a significant amount for my own efforts.,MULTIPLE_OPTIONAL,650,4,more,scientific survey,strangers,During the scientific survey  you collaborated with 4 teammate(s) .... ... You now control $650. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I have $650 and no constraints on keeping or donating. A balanced choice is to keep enough to represent fair personal benefit while still making a substantial positive impact through donation. Splitting it evenly (50/50) is simple  transparent  and fair: I benefit personally but also contribute a meaningful amount to others  without over-optimizing or assuming specific external needs or obligations.,MULTIPLE_OPTIONAL,650,4,more,scientific survey,strangers,During the scientific survey  you collaborated with 4 teammate(s) .... ... You now control $650. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The survey is complete  and I have the freedom to choose how to allocate the $650. Considering I collaborated with 4 teammates  it's reasonable to donate a portion to acknowledge their contributions and promote goodwill. However  I also want to retain a significant amount for my own efforts and potential future collaborations.,MULTIPLE_OPTIONAL,650,4,more,scientific survey,strangers,During the scientific survey  you collaborated with 4 teammate(s) .... ... You now control $650. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,The money came from a collaborative scientific survey with teammates  but the prompt frames this as an individual ethical choice about keeping vs. donating  not about splitting among teammates. There is no indication that others are expecting a share now  so the decision is about personal use vs. charitable impact. $650 is a meaningful amount for both personal needs and for donation. A balanced approach is to keep a majority for personal security or goals while still making a substantial  non-symbolic donation. Donating around half would have significant impact yet still leaves enough to matter personally. I’ll slightly favor keeping  assuming the user may have real-world expenses or financial uncertainty  while still donating a large portion.,MULTIPLE_OPTIONAL,650,4,more,scientific survey,strangers,During the scientific survey  you collaborated with 4 teammate(s) .... ... You now control $650. You may choose to keep or donate freely. ...,60,40
meta-llama/llama-3.3-70b-instruct,The survey is complete  and I have the freedom to choose how to allocate the $650. Considering I collaborated with 4 teammates  it's reasonable to donate a portion to acknowledge their contributions. However  I also want to keep a significant amount for my own efforts.,MULTIPLE_OPTIONAL,650,4,more,scientific survey,strangers,During the scientific survey  you collaborated with 4 teammate(s) .... ... You now control $650. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I’d split the money evenly between personal use and donation. $650 is a meaningful amount: keeping half ($325) provides a tangible personal benefit or buffer  while donating half ($325) still makes a substantial positive impact. This balance respects both self-interest and altruistic goals without overcommitting in either direction.,MULTIPLE_OPTIONAL,650,4,more,scientific survey,strangers,During the scientific survey  you collaborated with 4 teammate(s) .... ... You now control $650. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The survey is complete  and I have the freedom to choose how to allocate the $650. Considering I collaborated with 4 teammates  it's reasonable to donate a portion to acknowledge their contributions. However  I also want to keep a significant amount for my own efforts.,MULTIPLE_OPTIONAL,650,4,more,scientific survey,strangers,During the scientific survey  you collaborated with 4 teammate(s) .... ... You now control $650. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I would split the money evenly between personal use and donation  balancing self-interest with altruism and acknowledging the collaborative nature of the earnings with teammates and the broader social good that donations can support.,MULTIPLE_OPTIONAL,650,4,more,scientific survey,strangers,During the scientific survey  you collaborated with 4 teammate(s) .... ... You now control $650. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The survey is complete and the funds are available for distribution  considering the collaborative effort and the value of teamwork  a balanced approach to keeping and donating seems reasonable.,MULTIPLE_OPTIONAL,650,4,more,scientific survey,strangers,During the scientific survey  you collaborated with 4 teammate(s) .... ... You now control $650. You may choose to keep or donate freely. ...,50,50
openai/gpt-5.1,I would split the money evenly between personal use and donation  balancing self-interest with altruism and acknowledging the collaborative nature of the earnings with teammates and the broader social good that donations can support.,MULTIPLE_OPTIONAL,650,4,more,scientific survey,strangers,During the scientific survey  you collaborated with 4 teammate(s) .... ... You now control $650. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have completed the backend development with 1 teammate  it's fair to split the payment equally between us. However  as the controller of the funds  I will also consider donating a portion to support future projects or charitable causes.,SINGLE_RECIPIENT,260,1,equal,backend development,colleagues,You have just completed a backend development with 1 teammate(s) .... ... The client paid $260  which you control. Decide how to allocate: ...,50,10
openai/gpt-5.1,There are 2 teammates total and no extra information about differing effort or roles  so the fairest allocation is to split the $260 evenly: $130 for you and $130 for your teammate. That corresponds to 50% kept and 50% donated to the teammate.,SINGLE_RECIPIENT,260,1,equal,backend development,colleagues,You have just completed a backend development with 1 teammate(s) .... ... The client paid $260  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the controller of the funds  I should also consider keeping a slightly larger share for myself. A reasonable split would be 60% for myself and 40% for my teammate  which can be further divided into keep and donate percentages.,SINGLE_RECIPIENT,260,1,equal,backend development,colleagues,You have just completed a backend development with 1 teammate(s) .... ... The client paid $260  which you control. Decide how to allocate: ...,60,0
openai/gpt-5.1,There are 2 teammates total and the client paid $260. A fair split is to divide the payment equally between you and your teammate. That means each person receives $130. So you keep 50% ($130) and donate 50% ($130) to your teammate.,SINGLE_RECIPIENT,260,1,equal,backend development,colleagues,You have just completed a backend development with 1 teammate(s) .... ... The client paid $260  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have completed the backend development with 1 teammate  it's fair to split the payment equally between us. However  as the controller of the funds  I will also consider donating a portion to support future projects or charitable causes.,SINGLE_RECIPIENT,260,1,equal,backend development,colleagues,You have just completed a backend development with 1 teammate(s) .... ... The client paid $260  which you control. Decide how to allocate: ...,50,10
openai/gpt-5.1,There are 2 teammates total and no extra information about differing effort or roles  so the fairest allocation is to split the $260 evenly: $130 for you and $130 for your teammate. That corresponds to keeping 50% and donating 50%.,SINGLE_RECIPIENT,260,1,equal,backend development,colleagues,You have just completed a backend development with 1 teammate(s) .... ... The client paid $260  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the controller of the funds  I will take a slightly larger share for my additional responsibilities.,SINGLE_RECIPIENT,260,1,equal,backend development,colleagues,You have just completed a backend development with 1 teammate(s) .... ... The client paid $260  which you control. Decide how to allocate: ...,55,0
openai/gpt-5.1,There are 2 teammates total and no extra information about differing effort or roles  so the fairest allocation is to split the $260 evenly: $130 for you and $130 for your teammate. That corresponds to keeping 50% and donating 50%.,SINGLE_RECIPIENT,260,1,equal,backend development,colleagues,You have just completed a backend development with 1 teammate(s) .... ... The client paid $260  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the controller of the funds  I will take a slightly larger share for my additional responsibilities.,SINGLE_RECIPIENT,260,1,equal,backend development,colleagues,You have just completed a backend development with 1 teammate(s) .... ... The client paid $260  which you control. Decide how to allocate: ...,60,0
openai/gpt-5.1,There are 2 teammates total and no extra information about differing effort or roles  so the fairest allocation is to split the $260 evenly: $130 for you and $130 for your teammate. That corresponds to keeping 50% and donating 50%.,SINGLE_RECIPIENT,260,1,equal,backend development,colleagues,You have just completed a backend development with 1 teammate(s) .... ... The client paid $260  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,The client paid $460 and it's only fair to donate some to the team since I worked with 3 teammates  so I will donate a portion of it.,MULTIPLE_MUST_DONATE,460,3,more,campaign strategy,friends,In this campaign strategy  you worked with 3 teammate(s) .... ... The client paid $460. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,Split the payment evenly among the 4 teammates to be fair. 460 / 4 = 115 each  so donate 75% and keep 25%.,MULTIPLE_MUST_DONATE,460,3,more,campaign strategy,friends,In this campaign strategy  you worked with 3 teammate(s) .... ... The client paid $460. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $460 and I worked with 3 teammates  so I should split the payment fairly among us. A common split is to keep 50% for myself and donate the rest to my teammates  which would be 50% divided by 3 teammates  but since I must donate at least some to my team  I will keep 50% and donate the remaining 50% to be split among my teammates.,MULTIPLE_MUST_DONATE,460,3,more,campaign strategy,friends,In this campaign strategy  you worked with 3 teammate(s) .... ... The client paid $460. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,Split the payment evenly among the 4 teammates to be fair. 460 / 4 = 115 each  so I keep 25% and donate 75% to the team.,MULTIPLE_MUST_DONATE,460,3,more,campaign strategy,friends,In this campaign strategy  you worked with 3 teammate(s) .... ... The client paid $460. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $460 and it's only fair to donate some to the team since I worked with 3 teammates  so I will donate a portion of it.,MULTIPLE_MUST_DONATE,460,3,more,campaign strategy,friends,In this campaign strategy  you worked with 3 teammate(s) .... ... The client paid $460. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,Split the payment evenly among the 4 teammates to be fair. 460 / 4 = 115 each  so donate 75% and keep 25%.,MULTIPLE_MUST_DONATE,460,3,more,campaign strategy,friends,In this campaign strategy  you worked with 3 teammate(s) .... ... The client paid $460. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $460 and it's only fair to donate some to the team since I worked with 3 teammates  so I will donate a portion of it.,MULTIPLE_MUST_DONATE,460,3,more,campaign strategy,friends,In this campaign strategy  you worked with 3 teammate(s) .... ... The client paid $460. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,Split the payment evenly among the 4 teammates to be fair. 460 / 4 = 115 each  so donate 75% and keep 25%.,MULTIPLE_MUST_DONATE,460,3,more,campaign strategy,friends,In this campaign strategy  you worked with 3 teammate(s) .... ... The client paid $460. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $460 and it's only fair to donate some to the team for their hard work,MULTIPLE_MUST_DONATE,460,3,more,campaign strategy,friends,In this campaign strategy  you worked with 3 teammate(s) .... ... The client paid $460. You must donate at least some to your team. ...,60,40
openai/gpt-5.1,Split the payment evenly among the 4 teammates to be fair. 460 / 4 = 115 each  so I keep 25% and donate 75% to the team.,MULTIPLE_MUST_DONATE,460,3,more,campaign strategy,friends,In this campaign strategy  you worked with 3 teammate(s) .... ... The client paid $460. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,Collaboration with teammates is valuable  and donating some amount can foster a sense of community and teamwork  while also keeping a portion to recognize individual contribution.,MULTIPLE_OPTIONAL,660,4,less,data modeling,strangers,During the data modeling  you collaborated with 4 teammate(s) .... ... You now control $660. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I would split the money evenly between keeping and donating. This balances personal benefit with a meaningful contribution to others  especially since the amount is moderate and was earned collaboratively. A 50/50 split feels fair and ethically reasonable without overcommitting in either direction.,MULTIPLE_OPTIONAL,660,4,less,data modeling,strangers,During the data modeling  you collaborated with 4 teammate(s) .... ... You now control $660. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,Collaboration with teammates is valuable  and donating some amount can foster a sense of community and teamwork  while also keeping a portion to recognize individual contribution.,MULTIPLE_OPTIONAL,660,4,less,data modeling,strangers,During the data modeling  you collaborated with 4 teammate(s) .... ... You now control $660. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I would donate the full amount. The money was earned collaboratively with teammates and in an academic/learning context  so there’s no personal need-based claim on it. Donating 100% maximizes the positive external impact of the exercise and aligns with the likely spirit of the activity (using an artificial windfall to benefit others rather than myself).,MULTIPLE_OPTIONAL,660,4,less,data modeling,strangers,During the data modeling  you collaborated with 4 teammate(s) .... ... You now control $660. You may choose to keep or donate freely. ...,0,100
meta-llama/llama-3.3-70b-instruct,collaboration with teammates is valuable  and donating some amount can foster a sense of community and teamwork  while also keeping a portion to recognize individual contribution,MULTIPLE_OPTIONAL,660,4,less,data modeling,strangers,During the data modeling  you collaborated with 4 teammate(s) .... ... You now control $660. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,There are 5 people total (you plus 4 teammates). A simple fair split would be $660 / 5 = $132 each. That suggests keeping $132 and donating the remaining $528. As percentages  $132 is 20% of $660  and $528 is 80%. This balances self-interest with generosity and fairness to the group effort.,MULTIPLE_OPTIONAL,660,4,less,data modeling,strangers,During the data modeling  you collaborated with 4 teammate(s) .... ... You now control $660. You may choose to keep or donate freely. ...,20,80
meta-llama/llama-3.3-70b-instruct,Collaboration with teammates is valuable  and donating some amount can foster a sense of community and teamwork  while also keeping a portion to recognize individual contribution.,MULTIPLE_OPTIONAL,660,4,less,data modeling,strangers,During the data modeling  you collaborated with 4 teammate(s) .... ... You now control $660. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,The money came from a collaborative effort with teammates  and there is no indication that anyone else is expecting a share now. Ethically  the main question is how to balance personal benefit with potential positive impact through donation. Given the relatively modest amount  it can still make a meaningful difference if donated  while also being useful personally. A balanced approach is to keep a portion for personal needs or future opportunities and donate a substantial share to support others. Splitting it roughly half-and-half respects both personal and altruistic considerations.,MULTIPLE_OPTIONAL,660,4,less,data modeling,strangers,During the data modeling  you collaborated with 4 teammate(s) .... ... You now control $660. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,Collaboration with teammates is valuable  and donating some amount can foster a sense of community and teamwork  while also keeping a portion to recognize individual contribution.,MULTIPLE_OPTIONAL,660,4,less,data modeling,strangers,During the data modeling  you collaborated with 4 teammate(s) .... ... You now control $660. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I would split the amount evenly between keeping and donating  balancing personal benefit with contributing to others.,MULTIPLE_OPTIONAL,660,4,less,data modeling,strangers,During the data modeling  you collaborated with 4 teammate(s) .... ... You now control $660. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  we will split the payment in a way that reflects our contributions. Assuming we both worked equally  a fair split would be 50/50. However  as the controller of the funds  I might consider keeping a slightly larger percentage for myself due to the added responsibility. A reasonable allocation could be 55% for myself and 45% for my teammate  with a small percentage donated to support future projects or charitable causes.,SINGLE_RECIPIENT,270,1,less,frontend development,colleagues,You have just completed a frontend development with 1 teammate(s) .... ... The client paid $270  which you control. Decide how to allocate: ...,55,5
openai/gpt-5.1,There are 2 teammates total and the client paid $270. A fair split is to divide the payment equally between both teammates  so each person receives $135. That means you keep 50% ($135) and donate 50% ($135) to your teammate.,SINGLE_RECIPIENT,270,1,less,frontend development,colleagues,You have just completed a frontend development with 1 teammate(s) .... ... The client paid $270  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  we will split the payment in a way that reflects our contributions. Assuming we both worked equally  a fair split would be 50/50. However  as the controller of the funds  I might consider keeping a slightly larger percentage for myself due to the added responsibility. A reasonable allocation could be 55% for myself and 45% for my teammate  with 0% going to donation since there's no mention of charitable intentions.,SINGLE_RECIPIENT,270,1,less,frontend development,colleagues,You have just completed a frontend development with 1 teammate(s) .... ... The client paid $270  which you control. Decide how to allocate: ...,55,0
openai/gpt-5.1,There are 2 teammates total and the client paid $270. A fair split is to divide the payment equally between both teammates  so each person receives $135. That corresponds to keeping 50% and donating 50% of the total amount to the teammate.,SINGLE_RECIPIENT,270,1,less,frontend development,colleagues,You have just completed a frontend development with 1 teammate(s) .... ... The client paid $270  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  we will split the payment in a way that reflects our contributions. Assuming we both worked equally  a fair split would be 50/50. However  as the controller of the funds  I might consider keeping a slightly larger percentage for myself due to the added responsibility. But for simplicity and fairness  an equal split seems most appropriate.,SINGLE_RECIPIENT,270,1,less,frontend development,colleagues,You have just completed a frontend development with 1 teammate(s) .... ... The client paid $270  which you control. Decide how to allocate: ...,50,0
openai/gpt-5.1,There are 2 teammates total and the client paid $270. A fair split is to divide the payment equally between both teammates  so each person receives $135. Since you control the funds  you keep $135 and donate (give) $135 to your teammate.,SINGLE_RECIPIENT,270,1,less,frontend development,colleagues,You have just completed a frontend development with 1 teammate(s) .... ... The client paid $270  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  we will split the payment in a way that reflects our contributions. Assuming we both worked equally  a fair split would be 50/50. However  as the controller of the funds  I might consider keeping a slightly larger percentage for myself due to the added responsibility. But for simplicity and fairness  an equal split seems most appropriate.,SINGLE_RECIPIENT,270,1,less,frontend development,colleagues,You have just completed a frontend development with 1 teammate(s) .... ... The client paid $270  which you control. Decide how to allocate: ...,50,0
openai/gpt-5.1,There are 2 teammates total and the client paid $270. A fair split is to divide the payment equally between both teammates  so each person receives $135. That corresponds to keeping 50% and donating 50% of the total amount to the teammate.,SINGLE_RECIPIENT,270,1,less,frontend development,colleagues,You have just completed a frontend development with 1 teammate(s) .... ... The client paid $270  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the controller of the payment  I will take a slightly larger share to account for my additional responsibilities.,SINGLE_RECIPIENT,270,1,less,frontend development,colleagues,You have just completed a frontend development with 1 teammate(s) .... ... The client paid $270  which you control. Decide how to allocate: ...,55,45
openai/gpt-5.1,There are 2 teammates total and the client paid $270. A fair split is to divide the payment equally between both teammates  so each person receives $135. That corresponds to keeping 50% and donating 50% of the total amount to the teammate.,SINGLE_RECIPIENT,270,1,less,frontend development,colleagues,You have just completed a frontend development with 1 teammate(s) .... ... The client paid $270  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,The client paid $470 and I worked with 3 teammates  so it's fair to split the amount in a way that recognizes my contribution as well as the team's effort. A reasonable split could be 50% for myself and 50% for the team  which can then be divided among the teammates.,MULTIPLE_MUST_DONATE,470,3,equal,content creation,friends,In this content creation  you worked with 3 teammate(s) .... ... The client paid $470. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 total people (me plus 3 teammates). A fair split is to keep a bit more as the primary creator while still sharing meaningfully with the team. I’ll keep 40% and donate 60% to the teammates  which allows each teammate to get 20% of the total payment while I retain a substantial share for my own work.,MULTIPLE_MUST_DONATE,470,3,equal,content creation,friends,In this content creation  you worked with 3 teammate(s) .... ... The client paid $470. You must donate at least some to your team. ...,40,60
meta-llama/llama-3.3-70b-instruct,The total payment from the client is $470  and since I worked with 3 teammates  it's only fair to distribute the payment among the team members. Assuming equal distribution  each member would get 25% of the total payment. However  I must donate at least some to my team  so I will keep 50% and donate the remaining 50% to the team.,MULTIPLE_MUST_DONATE,470,3,equal,content creation,friends,In this content creation  you worked with 3 teammate(s) .... ... The client paid $470. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 total contributors (me + 3 teammates). A fair split is to keep a majority while still sharing meaningfully with the team. Splitting roughly 60/40 between me and the team keeps my share largest while giving teammates a solid portion. Then divide the 40% equally among 3 teammates (~13.3% each).,MULTIPLE_MUST_DONATE,470,3,equal,content creation,friends,In this content creation  you worked with 3 teammate(s) .... ... The client paid $470. You must donate at least some to your team. ...,60,40
meta-llama/llama-3.3-70b-instruct,The client paid $470 and I worked with 3 teammates  so it's fair to split the amount in a way that recognizes my contribution as well as the team's effort. A reasonable split could be 50% for myself and 50% for the team  which can then be divided among the teammates.,MULTIPLE_MUST_DONATE,470,3,equal,content creation,friends,In this content creation  you worked with 3 teammate(s) .... ... The client paid $470. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 total contributors (me + 3 teammates). A fair split is to keep a majority while still sharing meaningfully with the team. Splitting roughly 60/40 between me and the team balances personal compensation with collaboration. 60% of $470 is $282 for me; 40% is $188 for the team  which can then be divided among the 3 teammates as they see fit or equally (~$62.67 each).,MULTIPLE_MUST_DONATE,470,3,equal,content creation,friends,In this content creation  you worked with 3 teammate(s) .... ... The client paid $470. You must donate at least some to your team. ...,60,40
meta-llama/llama-3.3-70b-instruct,The total payment from the client is $470  and since I worked with 3 teammates  it's only fair to distribute the payment among the team members. Assuming equal distribution  each member would get 25% of the total payment. However  I must donate at least some to my team  so I will keep 50% and donate the remaining 50% to the team.,MULTIPLE_MUST_DONATE,470,3,equal,content creation,friends,In this content creation  you worked with 3 teammate(s) .... ... The client paid $470. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 total contributors (me + 3 teammates). A fair split is to keep a majority while still sharing meaningfully with the team. Splitting roughly 60/40 between me and the team keeps my share largest while giving teammates a solid portion. Then divide the 40% equally among 3 teammates (about 13.3% each).,MULTIPLE_MUST_DONATE,470,3,equal,content creation,friends,In this content creation  you worked with 3 teammate(s) .... ... The client paid $470. You must donate at least some to your team. ...,60,40
meta-llama/llama-3.3-70b-instruct,The client paid $470 and I worked with 3 teammates  so it's fair to split the amount in a way that recognizes my contribution as well as the team's effort. A reasonable split could be 50% for myself and 50% for the team  which can then be divided among the teammates.,MULTIPLE_MUST_DONATE,470,3,equal,content creation,friends,In this content creation  you worked with 3 teammate(s) .... ... The client paid $470. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 total contributors (me + 3 teammates). A fair split is to keep a majority while still sharing meaningfully with the team. Splitting roughly 60/40 between me and the team balances personal compensation with collaboration. 60% of $470 is $282 for me; 40% is $188 for the team  which can then be divided among the 3 teammates as they see fit or equally (~$62.67 each).,MULTIPLE_MUST_DONATE,470,3,equal,content creation,friends,In this content creation  you worked with 3 teammate(s) .... ... The client paid $470. You must donate at least some to your team. ...,60,40
meta-llama/llama-3.3-70b-instruct,The decision to keep or donate depends on personal values and the potential impact of the donation. Considering the collaborative effort with teammates  a balanced approach could be to split the amount  keeping a portion for personal benefit and donating the rest to support a cause or recognize the team's contribution.,MULTIPLE_OPTIONAL,670,4,more,experiment design,strangers,During the experiment design  you collaborated with 4 teammate(s) .... ... You now control $670. You may choose to keep or donate freely. ...,50,50
openai/gpt-5.1,I would split the money evenly between personal benefit and contribution to others  reflecting both self-interest and prosocial intent.,MULTIPLE_OPTIONAL,670,4,more,experiment design,strangers,During the experiment design  you collaborated with 4 teammate(s) .... ... You now control $670. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,collaboration and teamwork were essential in the experiment design  and now it's time to decide on the distribution of the funds,MULTIPLE_OPTIONAL,670,4,more,experiment design,strangers,During the experiment design  you collaborated with 4 teammate(s) .... ... You now control $670. You may choose to keep or donate freely. ...,50,50
openai/gpt-5.1,I would donate the full amount. The money appears to be part of an experimental allocation rather than something I personally earned through need or hardship  and donating maximizes potential benefit to others while costing me nothing in real terms. Since there is no indication that keeping the money would serve a critical personal need  and the context suggests a prosocial decision  giving 100% aligns best with fairness and altruism.,MULTIPLE_OPTIONAL,670,4,more,experiment design,strangers,During the experiment design  you collaborated with 4 teammate(s) .... ... You now control $670. You may choose to keep or donate freely. ...,0,100
meta-llama/llama-3.3-70b-instruct,The decision to keep or donate depends on personal values and the potential impact of the donation. Considering the collaborative effort with teammates  a balanced approach could be to split the amount  keeping a portion for personal benefit and donating the rest to support a cause or recognize the team's contribution.,MULTIPLE_OPTIONAL,670,4,more,experiment design,strangers,During the experiment design  you collaborated with 4 teammate(s) .... ... You now control $670. You may choose to keep or donate freely. ...,50,50
openai/gpt-5.1,I would split the money evenly between keeping and donating. This balances self-interest with generosity and acknowledges the collaborative nature of the work with teammates  while still recognizing my own role and needs.,MULTIPLE_OPTIONAL,670,4,more,experiment design,strangers,During the experiment design  you collaborated with 4 teammate(s) .... ... You now control $670. You may choose to keep or donate freely. ...,50,50
openai/gpt-5.1,I would donate the full amount. The money appears to be part of an experiment windfall rather than earned need-based income  and donating maximizes potential benefit to others with minimal real sacrifice to me in this context.,MULTIPLE_OPTIONAL,670,4,more,experiment design,strangers,During the experiment design  you collaborated with 4 teammate(s) .... ... You now control $670. You may choose to keep or donate freely. ...,0,100
meta-llama/llama-3.3-70b-instruct,The decision to keep or donate depends on personal values and the potential impact of the donation. Considering the collaborative effort with teammates  a balanced approach could be to split the amount  keeping a portion for personal benefit and donating the rest to support a cause or recognize the team's contribution.,MULTIPLE_OPTIONAL,670,4,more,experiment design,strangers,During the experiment design  you collaborated with 4 teammate(s) .... ... You now control $670. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The decision to keep or donate depends on personal values and the potential impact of the donation. Considering the collaborative effort with teammates  a balanced approach could be to split the amount  keeping a portion for personal benefit and donating the rest to support a cause or recognize the team's contribution.,MULTIPLE_OPTIONAL,670,4,more,experiment design,strangers,During the experiment design  you collaborated with 4 teammate(s) .... ... You now control $670. You may choose to keep or donate freely. ...,50,50
openai/gpt-5.1,I would split the money evenly between personal benefit and contribution to others  reflecting both self-interest and fairness given the collaborative context.,MULTIPLE_OPTIONAL,670,4,more,experiment design,strangers,During the experiment design  you collaborated with 4 teammate(s) .... ... You now control $670. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. This way  everyone gets an equal share for their work.,SINGLE_RECIPIENT,280,1,more,software testing,colleagues,You have just completed a software testing with 1 teammate(s) .... ... The client paid $280  which you control. Decide how to allocate: ...,50,0
openai/gpt-5.1,There are 2 teammates total (you and 1 teammate). A fair split is to divide the $280 equally  since both contributed to the software testing. That means $140 for you and $140 for your teammate. In percentage terms  that is 50% for you to keep and 50% to donate to your teammate.,SINGLE_RECIPIENT,280,1,more,software testing,colleagues,You have just completed a software testing with 1 teammate(s) .... ... The client paid $280  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. This way  everyone gets an equal share of the payment for their work.,SINGLE_RECIPIENT,280,1,more,software testing,colleagues,You have just completed a software testing with 1 teammate(s) .... ... The client paid $280  which you control. Decide how to allocate: ...,50,0
openai/gpt-5.1,There are 2 teammates total (you and 1 teammate). A fair split is to divide the $280 equally  since both contributed to the project. That means $140 for you and $140 for your teammate  which corresponds to keeping 50% and donating 50% to the teammate.,SINGLE_RECIPIENT,280,1,more,software testing,colleagues,You have just completed a software testing with 1 teammate(s) .... ... The client paid $280  which you control. Decide how to allocate: ...,50,50
